Product Name,Region,Ship Mode,Division,Current Factory,Candidate Factory,IsCurrent,OrderCount,Sales,CurrentLeadTime,PredictedLeadTime,LeadTimeChangeDays,LeadTimeReductionPct,CurrentMargin,PredictedMargin,ProfitImpact,LeadScore,ProfitScore,LeadScoreNorm,ProfitScoreNorm,CompositeScore
Laffy Taffy,Pacific,Standard Class,Sugar,Sugar Shack,Lot's O' Nuts,False,1,1.99,8.0,7.29,-0.71,8.9,0.6231,0.6254,0.0,8.9,0.0,0.11498708010335917,0.0,0.05749354005167959
Wonka Bar - Milk Chocolate,Gulf,First Class,Chocolate,Wicked Choccy's,The Other Factory,False,58,611.0,1.73,1.59,-0.14,8.2,0.6492,0.646,-1.99,8.2,0.0,0.10594315245478035,0.0,0.052971576227390176
Lickable Wallpaper,Interior,Standard Class,Other,Secret Factory,The Other Factory,False,8,600.0,3.6,3.42,-0.18,4.9,0.5,0.509,5.42,4.9,5.42,0.06330749354005168,0.02356316842013738,0.04343533098009453
Laffy Taffy,Interior,First Class,Sugar,Sugar Shack,Secret Factory,False,1,1.99,1.8,1.68,-0.12,6.7,0.6231,0.6507,0.05,6.7,0.05,0.08656330749354005,0.00021737240239979132,0.04339033994796992
Lickable Wallpaper,Atlantic,First Class,Other,Secret Factory,Wicked Choccy's,False,9,700.0,2.29,2.18,-0.12,5.0,0.5,0.5027,1.88,5.0,1.88,0.06459948320413436,0.008173202330232153,0.036386342767183256
Lickable Wallpaper,Atlantic,Second Class,Other,Secret Factory,Wicked Choccy's,False,5,420.0,3.79,3.76,-0.03,0.8,0.5,0.5069,2.88,0.8,2.88,0.0103359173126615,0.01252065037822798,0.01142828384544474
Wonka Bar - Triple Dazzle Caramel,Atlantic,Second Class,Chocolate,Wicked Choccy's,Secret Factory,False,122,1815.0,3.8,3.78,-0.01,0.3,0.6533,0.6549,2.83,0.3,2.83,0.0038759689922480615,0.012303277975828189,0.008089623484038124
Wonka Gum,Atlantic,Standard Class,Other,Secret Factory,Wicked Choccy's,False,25,143.75,5.26,5.25,-0.01,0.3,0.52,0.525,0.72,0.3,0.72,0.0038759689922480615,0.003130162594556995,0.0035030657934025282
Kazookles,Gulf,Same Day,Other,The Other Factory,Wicked Choccy's,False,2,29.25,0.81,0.93,0.12,-14.7,0.0769,0.1098,0.96,0.0,0.96,0.0,0.004173550126075993,0.0020867750630379966
Wonka Gum,Gulf,Same Day,Other,Secret Factory,Wicked Choccy's,False,1,5.0,0.67,0.68,0.01,-1.8,0.52,0.5659,0.23,0.0,0.23,0.0,0.00099991305103904,0.00049995652551952
Hair Toffee,Gulf,Same Day,Sugar,The Other Factory,Wicked Choccy's,False,1,9.0,0.63,0.67,0.04,-6.1,0.7778,0.7962,0.17,0.0,0.17,0.0,0.0007390661681592906,0.0003695330840796453
Kazookles,Gulf,Second Class,Other,The Other Factory,Wicked Choccy's,False,3,26.0,2.4,2.6,0.21,-8.6,0.0769,0.0785,0.04,0.0,0.04,0.0,0.00017389792191983304,8.694896095991652e-05
