Product Name,Division,Region,Ship Mode,Current Factory,Candidate Factory,IsCurrent,OrderCount,Sales,CurrentLeadTime,PredictedLeadTime,LeadTimeChangeDays,LeadTimeReductionPct,CurrentMargin,PredictedMargin,ProfitImpact
Laffy Taffy,Sugar,Interior,First Class,Sugar Shack,Wicked Choccy's,False,1,1.99,1.8,2.47,0.67,-37.4,0.6231,0.6102,-0.03
Laffy Taffy,Sugar,Interior,First Class,Sugar Shack,Sugar Shack,True,1,1.99,1.8,2.26,0.46,-25.7,0.6231,0.6231,0.0
Laffy Taffy,Sugar,Interior,First Class,Sugar Shack,Secret Factory,False,1,1.99,1.8,1.68,-0.12,6.7,0.6231,0.6507,0.05
Laffy Taffy,Sugar,Interior,First Class,Sugar Shack,The Other Factory,False,1,1.99,1.8,2.34,0.54,-29.8,0.6231,0.6243,0.0
Laffy Taffy,Sugar,Pacific,Standard Class,Sugar Shack,Lot's O' Nuts,False,1,1.99,8.0,7.29,-0.71,8.9,0.6231,0.6254,0.0
Laffy Taffy,Sugar,Pacific,Standard Class,Sugar Shack,Wicked Choccy's,False,1,1.99,8.0,12.9,4.9,-61.2,0.6231,0.5658,-0.11
Laffy Taffy,Sugar,Pacific,Standard Class,Sugar Shack,Sugar Shack,True,1,1.99,8.0,7.81,-0.19,2.4,0.6231,0.6231,0.0
Laffy Taffy,Sugar,Pacific,Standard Class,Sugar Shack,Secret Factory,False,1,1.99,8.0,9.18,1.18,-14.7,0.6231,0.6039,-0.04
Laffy Taffy,Sugar,Pacific,Standard Class,Sugar Shack,The Other Factory,False,1,1.99,8.0,10.72,2.72,-34.0,0.6231,0.5915,-0.06
Lickable Wallpaper,Other,Atlantic,First Class,Secret Factory,Lot's O' Nuts,False,9,700.0,2.29,4.49,2.19,-95.7,0.5,0.3649,-94.54
Lickable Wallpaper,Other,Atlantic,First Class,Secret Factory,Wicked Choccy's,False,9,700.0,2.29,2.18,-0.12,5.0,0.5,0.5027,1.88
Lickable Wallpaper,Other,Atlantic,First Class,Secret Factory,Sugar Shack,False,9,700.0,2.29,3.1,0.8,-35.1,0.5,0.4643,-24.96
Lickable Wallpaper,Other,Atlantic,First Class,Secret Factory,Secret Factory,True,9,700.0,2.29,2.37,0.07,-3.2,0.5,0.5002,0.12
Lickable Wallpaper,Other,Atlantic,First Class,Secret Factory,The Other Factory,False,9,700.0,2.29,2.37,0.08,-3.6,0.5,0.4872,-8.95
Lickable Wallpaper,Other,Atlantic,Same Day,Secret Factory,Lot's O' Nuts,False,2,140.0,1.79,2.14,0.35,-19.4,0.5,0.3718,-17.95
Lickable Wallpaper,Other,Atlantic,Same Day,Secret Factory,Wicked Choccy's,False,2,140.0,1.79,1.17,-0.63,35.0,0.5,0.5052,0.72
Lickable Wallpaper,Other,Atlantic,Same Day,Secret Factory,Sugar Shack,False,2,140.0,1.79,1.53,-0.27,14.9,0.5,0.4665,-4.68
Lickable Wallpaper,Other,Atlantic,Same Day,Secret Factory,Secret Factory,True,2,140.0,1.79,1.35,-0.44,24.7,0.5,0.5002,0.02
Lickable Wallpaper,Other,Atlantic,Same Day,Secret Factory,The Other Factory,False,2,140.0,1.79,1.33,-0.47,26.2,0.5,0.4884,-1.62
Lickable Wallpaper,Other,Atlantic,Second Class,Secret Factory,Lot's O' Nuts,False,5,420.0,3.79,7.75,3.96,-104.4,0.5,0.3792,-50.76
Lickable Wallpaper,Other,Atlantic,Second Class,Secret Factory,Wicked Choccy's,False,5,420.0,3.79,3.76,-0.03,0.8,0.5,0.5069,2.88
Lickable Wallpaper,Other,Atlantic,Second Class,Secret Factory,Sugar Shack,False,5,420.0,3.79,4.87,1.08,-28.5,0.5,0.4693,-12.91
Lickable Wallpaper,Other,Atlantic,Second Class,Secret Factory,Secret Factory,True,5,420.0,3.79,3.83,0.03,-0.9,0.5,0.5001,0.05
Lickable Wallpaper,Other,Atlantic,Second Class,Secret Factory,The Other Factory,False,5,420.0,3.79,4.01,0.22,-5.8,0.5,0.4892,-4.53
Lickable Wallpaper,Other,Atlantic,Standard Class,Secret Factory,Lot's O' Nuts,False,19,1520.0,5.29,11.32,6.03,-113.8,0.5,0.3712,-195.79
Lickable Wallpaper,Other,Atlantic,Standard Class,Secret Factory,Wicked Choccy's,False,19,1520.0,5.29,5.57,0.28,-5.2,0.5,0.4986,-2.09
Lickable Wallpaper,Other,Atlantic,Standard Class,Secret Factory,Sugar Shack,False,19,1520.0,5.29,7.14,1.84,-34.8,0.5,0.4718,-42.94
Lickable Wallpaper,Other,Atlantic,Standard Class,Secret Factory,Secret Factory,True,19,1520.0,5.29,5.52,0.22,-4.2,0.5,0.5032,4.82
Lickable Wallpaper,Other,Atlantic,Standard Class,Secret Factory,The Other Factory,False,19,1520.0,5.29,6.03,0.73,-13.9,0.5,0.487,-19.83
Lickable Wallpaper,Other,Gulf,First Class,Secret Factory,Lot's O' Nuts,False,1,80.0,2.36,4.2,1.84,-78.2,0.5,0.3718,-10.25
Lickable Wallpaper,Other,Gulf,First Class,Secret Factory,Wicked Choccy's,False,1,80.0,2.36,1.73,-0.63,26.7,0.5,0.5297,2.38
Lickable Wallpaper,Other,Gulf,First Class,Secret Factory,Sugar Shack,False,1,80.0,2.36,3.13,0.77,-32.6,0.5,0.4525,-3.8
Lickable Wallpaper,Other,Gulf,First Class,Secret Factory,Secret Factory,True,1,80.0,2.36,2.41,0.05,-2.1,0.5,0.5,0.0
Lickable Wallpaper,Other,Gulf,First Class,Secret Factory,The Other Factory,False,1,80.0,2.36,2.13,-0.23,9.6,0.5,0.5027,0.22
Lickable Wallpaper,Other,Gulf,Second Class,Secret Factory,Lot's O' Nuts,False,3,180.0,3.5,6.0,2.49,-71.2,0.5,0.3762,-22.28
Lickable Wallpaper,Other,Gulf,Second Class,Secret Factory,Wicked Choccy's,False,3,180.0,3.5,2.6,-0.9,25.7,0.5,0.5304,5.48
Lickable Wallpaper,Other,Gulf,Second Class,Secret Factory,Sugar Shack,False,3,180.0,3.5,4.86,1.35,-38.7,0.5,0.4297,-12.65
Lickable Wallpaper,Other,Gulf,Second Class,Secret Factory,Secret Factory,True,3,180.0,3.5,3.35,-0.16,4.4,0.5,0.502,0.35
Lickable Wallpaper,Other,Gulf,Second Class,Secret Factory,The Other Factory,False,3,180.0,3.5,2.42,-1.08,30.9,0.5,0.5446,8.03
Lickable Wallpaper,Other,Gulf,Standard Class,Secret Factory,Lot's O' Nuts,False,6,480.0,5.2,8.81,3.61,-69.3,0.5,0.3932,-51.27
Lickable Wallpaper,Other,Gulf,Standard Class,Secret Factory,Wicked Choccy's,False,6,480.0,5.2,3.7,-1.5,28.9,0.5,0.5323,15.48
Lickable Wallpaper,Other,Gulf,Standard Class,Secret Factory,Sugar Shack,False,6,480.0,5.2,7.15,1.95,-37.4,0.5,0.436,-30.71
Lickable Wallpaper,Other,Gulf,Standard Class,Secret Factory,Secret Factory,True,6,480.0,5.2,4.79,-0.41,7.8,0.5,0.5031,1.51
Lickable Wallpaper,Other,Gulf,Standard Class,Secret Factory,The Other Factory,False,6,480.0,5.2,2.87,-2.33,44.8,0.5,0.5483,23.18
Lickable Wallpaper,Other,Interior,First Class,Secret Factory,Lot's O' Nuts,False,1,180.0,1.84,3.57,1.73,-93.9,0.5,-0.3355,-150.38
Lickable Wallpaper,Other,Interior,First Class,Secret Factory,Wicked Choccy's,False,1,180.0,1.84,2.42,0.58,-31.3,0.5,0.0923,-73.38
Lickable Wallpaper,Other,Interior,First Class,Secret Factory,Sugar Shack,False,1,180.0,1.84,2.17,0.33,-17.8,0.5,0.1441,-64.07
Lickable Wallpaper,Other,Interior,First Class,Secret Factory,Secret Factory,True,1,180.0,1.84,1.03,-0.81,44.0,0.5,0.5,0.0
Lickable Wallpaper,Other,Interior,First Class,Secret Factory,The Other Factory,False,1,180.0,1.84,1.42,-0.42,22.9,0.5,0.3303,-30.55
Lickable Wallpaper,Other,Interior,Same Day,Secret Factory,Lot's O' Nuts,False,1,80.0,0.5,1.38,0.88,-176.5,0.5,-0.3355,-66.84
Lickable Wallpaper,Other,Interior,Same Day,Secret Factory,Wicked Choccy's,False,1,80.0,0.5,1.01,0.51,-101.8,0.5,0.0923,-32.61
Lickable Wallpaper,Other,Interior,Same Day,Secret Factory,Sugar Shack,False,1,80.0,0.5,0.89,0.39,-78.1,0.5,0.1441,-28.48
Lickable Wallpaper,Other,Interior,Same Day,Secret Factory,Secret Factory,True,1,80.0,0.5,0.43,-0.07,14.1,0.5,0.5,0.0
Lickable Wallpaper,Other,Interior,Same Day,Secret Factory,The Other Factory,False,1,80.0,0.5,0.93,0.43,-85.9,0.5,0.3303,-13.58
Lickable Wallpaper,Other,Interior,Second Class,Secret Factory,Lot's O' Nuts,False,5,560.0,2.7,4.89,2.19,-81.1,0.5,0.3694,-73.13
Lickable Wallpaper,Other,Interior,Second Class,Secret Factory,Wicked Choccy's,False,5,560.0,2.7,3.85,1.15,-42.7,0.5,0.4389,-34.23
Lickable Wallpaper,Other,Interior,Second Class,Secret Factory,Sugar Shack,False,5,560.0,2.7,3.86,1.16,-43.1,0.5,0.4361,-35.77
Lickable Wallpaper,Other,Interior,Second Class,Secret Factory,Secret Factory,True,5,560.0,2.7,2.68,-0.02,0.7,0.5,0.5207,11.6
Lickable Wallpaper,Other,Interior,Second Class,Secret Factory,The Other Factory,False,5,560.0,2.7,2.21,-0.49,18.0,0.5,0.536,20.17
Lickable Wallpaper,Other,Interior,Standard Class,Secret Factory,Lot's O' Nuts,False,8,600.0,3.6,7.64,4.05,-112.5,0.5,0.297,-121.82
Lickable Wallpaper,Other,Interior,Standard Class,Secret Factory,Wicked Choccy's,False,8,600.0,3.6,5.52,1.92,-53.5,0.5,0.4111,-53.35
Lickable Wallpaper,Other,Interior,Standard Class,Secret Factory,Sugar Shack,False,8,600.0,3.6,5.09,1.49,-41.4,0.5,0.4281,-43.12
Lickable Wallpaper,Other,Interior,Standard Class,Secret Factory,Secret Factory,True,8,600.0,3.6,2.95,-0.64,17.9,0.5,0.5432,25.94
Lickable Wallpaper,Other,Interior,Standard Class,Secret Factory,The Other Factory,False,8,600.0,3.6,3.42,-0.18,4.9,0.5,0.509,5.42
Lickable Wallpaper,Other,Pacific,First Class,Secret Factory,Lot's O' Nuts,False,8,620.0,3.26,1.79,-1.47,45.1,0.5,0.5507,31.42
Lickable Wallpaper,Other,Pacific,First Class,Secret Factory,Wicked Choccy's,False,8,620.0,3.26,4.47,1.21,-37.2,0.5,0.4673,-20.25
Lickable Wallpaper,Other,Pacific,First Class,Secret Factory,Sugar Shack,False,8,620.0,3.26,3.08,-0.18,5.6,0.5,0.5105,6.5
Lickable Wallpaper,Other,Pacific,First Class,Secret Factory,Secret Factory,True,8,620.0,3.26,3.54,0.28,-8.7,0.5,0.5017,1.06
Lickable Wallpaper,Other,Pacific,First Class,Secret Factory,The Other Factory,False,8,620.0,3.26,3.67,0.42,-12.8,0.5,0.4967,-2.06
Lickable Wallpaper,Other,Pacific,Same Day,Secret Factory,Lot's O' Nuts,False,1,40.0,1.56,0.83,-0.73,47.0,0.5,0.5515,2.06
Lickable Wallpaper,Other,Pacific,Same Day,Secret Factory,Wicked Choccy's,False,1,40.0,1.56,1.99,0.43,-27.8,0.5,0.4715,-1.14
Lickable Wallpaper,Other,Pacific,Same Day,Secret Factory,Sugar Shack,False,1,40.0,1.56,1.53,-0.03,2.2,0.5,0.507,0.28
Lickable Wallpaper,Other,Pacific,Same Day,Secret Factory,Secret Factory,True,1,40.0,1.56,1.55,-0.01,0.4,0.5,0.5,0.0
Lickable Wallpaper,Other,Pacific,Same Day,Secret Factory,The Other Factory,False,1,40.0,1.56,1.55,-0.01,0.8,0.5,0.4971,-0.11
Lickable Wallpaper,Other,Pacific,Second Class,Secret Factory,Lot's O' Nuts,False,6,600.0,6.36,3.5,-2.87,45.0,0.5,0.5441,26.44
Lickable Wallpaper,Other,Pacific,Second Class,Secret Factory,Wicked Choccy's,False,6,600.0,6.36,8.24,1.87,-29.4,0.5,0.4696,-18.23
Lickable Wallpaper,Other,Pacific,Second Class,Secret Factory,Sugar Shack,False,6,600.0,6.36,5.65,-0.71,11.2,0.5,0.512,7.18
Lickable Wallpaper,Other,Pacific,Second Class,Secret Factory,Secret Factory,True,6,600.0,6.36,6.25,-0.12,1.8,0.5,0.5014,0.83
Lickable Wallpaper,Other,Pacific,Second Class,Secret Factory,The Other Factory,False,6,600.0,6.36,6.52,0.15,-2.4,0.5,0.4956,-2.65
Lickable Wallpaper,Other,Pacific,Standard Class,Secret Factory,Lot's O' Nuts,False,19,1660.0,8.69,4.87,-3.82,43.9,0.5,0.5438,72.74
Lickable Wallpaper,Other,Pacific,Standard Class,Secret Factory,Wicked Choccy's,False,19,1660.0,8.69,11.46,2.77,-31.9,0.5,0.4677,-53.66
Lickable Wallpaper,Other,Pacific,Standard Class,Secret Factory,Sugar Shack,False,19,1660.0,8.69,7.33,-1.36,15.6,0.5,0.5151,25.05
Lickable Wallpaper,Other,Pacific,Standard Class,Secret Factory,Secret Factory,True,19,1660.0,8.69,8.44,-0.24,2.8,0.5,0.5035,5.76
Lickable Wallpaper,Other,Pacific,Standard Class,Secret Factory,The Other Factory,False,19,1660.0,8.69,8.95,0.27,-3.1,0.5,0.4963,-6.22
Nerds,Sugar,Atlantic,Standard Class,Sugar Shack,Lot's O' Nuts,False,4,15.0,6.94,11.52,4.58,-66.0,0.4667,0.3961,-1.06
Nerds,Sugar,Atlantic,Standard Class,Sugar Shack,Wicked Choccy's,False,4,15.0,6.94,5.56,-1.38,19.9,0.4667,0.493,0.4
Nerds,Sugar,Atlantic,Standard Class,Sugar Shack,Sugar Shack,True,4,15.0,6.94,7.16,0.23,-3.3,0.4667,0.4668,0.0
Nerds,Sugar,Atlantic,Standard Class,Sugar Shack,Secret Factory,False,4,15.0,6.94,5.74,-1.19,17.2,0.4667,0.4901,0.35
Nerds,Sugar,Atlantic,Standard Class,Sugar Shack,The Other Factory,False,4,15.0,6.94,6.58,-0.36,5.1,0.4667,0.4807,0.21
SweeTARTS,Sugar,Atlantic,Second Class,Sugar Shack,Lot's O' Nuts,False,1,7.5,5.47,7.83,2.36,-43.2,0.4667,0.3953,-0.54
SweeTARTS,Sugar,Atlantic,Second Class,Sugar Shack,Wicked Choccy's,False,1,7.5,5.47,3.91,-1.56,28.6,0.4667,0.4908,0.18
SweeTARTS,Sugar,Atlantic,Second Class,Sugar Shack,Sugar Shack,True,1,7.5,5.47,4.96,-0.51,9.3,0.4667,0.4667,0.0
SweeTARTS,Sugar,Atlantic,Second Class,Sugar Shack,Secret Factory,False,1,7.5,5.47,3.93,-1.54,28.2,0.4667,0.4886,0.16
SweeTARTS,Sugar,Atlantic,Second Class,Sugar Shack,The Other Factory,False,1,7.5,5.47,4.3,-1.17,21.4,0.4667,0.4786,0.09
SweeTARTS,Sugar,Atlantic,Standard Class,Sugar Shack,Lot's O' Nuts,False,4,28.5,7.33,11.55,4.21,-57.4,0.4667,0.4003,-1.89
SweeTARTS,Sugar,Atlantic,Standard Class,Sugar Shack,Wicked Choccy's,False,4,28.5,7.33,5.29,-2.04,27.8,0.4667,0.4985,0.91
SweeTARTS,Sugar,Atlantic,Standard Class,Sugar Shack,Sugar Shack,True,4,28.5,7.33,7.2,-0.14,1.8,0.4667,0.4672,0.02
SweeTARTS,Sugar,Atlantic,Standard Class,Sugar Shack,Secret Factory,False,4,28.5,7.33,5.63,-1.7,23.2,0.4667,0.4926,0.74
SweeTARTS,Sugar,Atlantic,Standard Class,Sugar Shack,The Other Factory,False,4,28.5,7.33,6.21,-1.13,15.4,0.4667,0.4854,0.53
SweeTARTS,Sugar,Interior,Second Class,Sugar Shack,Lot's O' Nuts,False,1,3.0,5.05,4.02,-1.03,20.4,0.4667,0.4897,0.07
SweeTARTS,Sugar,Interior,Second Class,Sugar Shack,Wicked Choccy's,False,1,3.0,5.05,4.34,-0.71,14.0,0.4667,0.4809,0.04
SweeTARTS,Sugar,Interior,Second Class,Sugar Shack,Sugar Shack,True,1,3.0,5.05,5.28,0.23,-4.5,0.4667,0.4667,0.0
SweeTARTS,Sugar,Interior,Second Class,Sugar Shack,Secret Factory,False,1,3.0,5.05,3.98,-1.07,21.3,0.4667,0.4914,0.07
SweeTARTS,Sugar,Interior,Second Class,Sugar Shack,The Other Factory,False,1,3.0,5.05,3.18,-1.87,36.9,0.4667,0.5114,0.13
SweeTARTS,Sugar,Interior,Standard Class,Sugar Shack,Lot's O' Nuts,False,3,16.5,6.65,7.14,0.5,-7.5,0.4667,0.4613,-0.09
SweeTARTS,Sugar,Interior,Standard Class,Sugar Shack,Wicked Choccy's,False,3,16.5,6.65,5.54,-1.11,16.7,0.4667,0.4886,0.36
SweeTARTS,Sugar,Interior,Standard Class,Sugar Shack,Sugar Shack,True,3,16.5,6.65,6.5,-0.15,2.2,0.4667,0.4743,0.13
SweeTARTS,Sugar,Interior,Standard Class,Sugar Shack,Secret Factory,False,3,16.5,6.65,4.35,-2.3,34.5,0.4667,0.5102,0.72
SweeTARTS,Sugar,Interior,Standard Class,Sugar Shack,The Other Factory,False,3,16.5,6.65,2.99,-3.66,55.1,0.4667,0.532,1.08
SweeTARTS,Sugar,Pacific,Second Class,Sugar Shack,Lot's O' Nuts,False,1,6.0,5.24,3.13,-2.11,40.3,0.4667,0.519,0.31
SweeTARTS,Sugar,Pacific,Second Class,Sugar Shack,Wicked Choccy's,False,1,6.0,5.24,8.01,2.77,-52.9,0.4667,0.4249,-0.25
SweeTARTS,Sugar,Pacific,Second Class,Sugar Shack,Sugar Shack,True,1,6.0,5.24,6.03,0.79,-15.2,0.4667,0.4667,0.0
SweeTARTS,Sugar,Pacific,Second Class,Sugar Shack,Secret Factory,False,1,6.0,5.24,6.21,0.97,-18.5,0.4667,0.4584,-0.05
SweeTARTS,Sugar,Pacific,Second Class,Sugar Shack,The Other Factory,False,1,6.0,5.24,6.63,1.39,-26.6,0.4667,0.4551,-0.07
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,First Class,Lot's O' Nuts,Lot's O' Nuts,True,109,1375.2,4.68,4.6,-0.07,1.6,0.6667,0.6667,-0.02
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,First Class,Lot's O' Nuts,Wicked Choccy's,False,109,1375.2,4.68,2.22,-2.46,52.5,0.6667,0.6997,45.49
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,First Class,Lot's O' Nuts,Sugar Shack,False,109,1375.2,4.68,3.14,-1.54,32.8,0.6667,0.69,32.1
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,First Class,Lot's O' Nuts,Secret Factory,False,109,1375.2,4.68,2.44,-2.23,47.8,0.6667,0.6986,43.91
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,First Class,Lot's O' Nuts,The Other Factory,False,109,1375.2,4.68,2.49,-2.19,46.8,0.6667,0.6957,39.99
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Same Day,Lot's O' Nuts,Lot's O' Nuts,True,22,270.0,1.69,1.67,-0.03,1.6,0.6667,0.6666,-0.01
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Same Day,Lot's O' Nuts,Wicked Choccy's,False,22,270.0,1.69,0.92,-0.78,45.8,0.6667,0.6996,8.9
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Same Day,Lot's O' Nuts,Sugar Shack,False,22,270.0,1.69,1.28,-0.41,24.2,0.6667,0.6906,6.46
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Same Day,Lot's O' Nuts,Secret Factory,False,22,270.0,1.69,0.92,-0.77,45.7,0.6667,0.6996,8.89
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Same Day,Lot's O' Nuts,The Other Factory,False,22,270.0,1.69,1.13,-0.56,33.2,0.6667,0.6964,8.03
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Second Class,Lot's O' Nuts,Lot's O' Nuts,True,93,1292.4,7.5,7.54,0.04,-0.6,0.6667,0.6669,0.26
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Second Class,Lot's O' Nuts,Wicked Choccy's,False,93,1292.4,7.5,3.75,-3.75,50.0,0.6667,0.699,41.77
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Second Class,Lot's O' Nuts,Sugar Shack,False,93,1292.4,7.5,4.89,-2.61,34.8,0.6667,0.6908,31.13
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Second Class,Lot's O' Nuts,Secret Factory,False,93,1292.4,7.5,3.75,-3.75,50.0,0.6667,0.6989,41.7
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Second Class,Lot's O' Nuts,The Other Factory,False,93,1292.4,7.5,4.05,-3.45,46.0,0.6667,0.6956,37.35
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Standard Class,Lot's O' Nuts,Lot's O' Nuts,True,324,4291.2,11.41,11.36,-0.05,0.4,0.6667,0.6669,0.87
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Standard Class,Lot's O' Nuts,Wicked Choccy's,False,324,4291.2,11.41,5.55,-5.87,51.4,0.6667,0.6987,137.63
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Standard Class,Lot's O' Nuts,Sugar Shack,False,324,4291.2,11.41,7.15,-4.26,37.3,0.6667,0.6908,103.57
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Standard Class,Lot's O' Nuts,Secret Factory,False,324,4291.2,11.41,5.55,-5.86,51.4,0.6667,0.6988,137.68
Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Standard Class,Lot's O' Nuts,The Other Factory,False,324,4291.2,11.41,6.11,-5.3,46.4,0.6667,0.6953,122.87
Wonka Bar - Fudge Mallows,Chocolate,Gulf,First Class,Lot's O' Nuts,Lot's O' Nuts,True,39,504.0,4.17,4.21,0.04,-1.0,0.6667,0.6672,0.28
Wonka Bar - Fudge Mallows,Chocolate,Gulf,First Class,Lot's O' Nuts,Wicked Choccy's,False,39,504.0,4.17,0.94,-3.23,77.4,0.6667,0.7134,23.56
Wonka Bar - Fudge Mallows,Chocolate,Gulf,First Class,Lot's O' Nuts,Sugar Shack,False,39,504.0,4.17,3.12,-1.05,25.3,0.6667,0.6812,7.32
Wonka Bar - Fudge Mallows,Chocolate,Gulf,First Class,Lot's O' Nuts,Secret Factory,False,39,504.0,4.17,2.47,-1.7,40.7,0.6667,0.696,14.77
Wonka Bar - Fudge Mallows,Chocolate,Gulf,First Class,Lot's O' Nuts,The Other Factory,False,39,504.0,4.17,1.77,-2.4,57.5,0.6667,0.7026,18.1
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Same Day,Lot's O' Nuts,Lot's O' Nuts,True,22,324.0,1.63,1.49,-0.15,8.9,0.6667,0.6671,0.15
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Same Day,Lot's O' Nuts,Wicked Choccy's,False,22,324.0,1.63,0.43,-1.2,73.6,0.6667,0.7137,15.22
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Same Day,Lot's O' Nuts,Sugar Shack,False,22,324.0,1.63,1.22,-0.42,25.5,0.6667,0.6779,3.65
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Same Day,Lot's O' Nuts,Secret Factory,False,22,324.0,1.63,1.07,-0.56,34.2,0.6667,0.6937,8.75
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Same Day,Lot's O' Nuts,The Other Factory,False,22,324.0,1.63,0.83,-0.8,48.9,0.6667,0.703,11.77
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Second Class,Lot's O' Nuts,Lot's O' Nuts,True,58,756.0,6.38,6.46,0.08,-1.3,0.6667,0.6672,0.43
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Second Class,Lot's O' Nuts,Wicked Choccy's,False,58,756.0,6.38,2.09,-4.28,67.2,0.6667,0.7111,33.61
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Second Class,Lot's O' Nuts,Sugar Shack,False,58,756.0,6.38,4.93,-1.45,22.7,0.6667,0.6806,10.55
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Second Class,Lot's O' Nuts,Secret Factory,False,58,756.0,6.38,3.62,-2.76,43.3,0.6667,0.6968,22.77
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Second Class,Lot's O' Nuts,The Other Factory,False,58,756.0,6.38,2.76,-3.62,56.8,0.6667,0.7051,29.07
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Standard Class,Lot's O' Nuts,Lot's O' Nuts,True,172,2311.2,9.7,9.57,-0.13,1.3,0.6667,0.6671,1.11
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Standard Class,Lot's O' Nuts,Wicked Choccy's,False,172,2311.2,9.7,2.96,-6.74,69.5,0.6667,0.7115,103.54
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Standard Class,Lot's O' Nuts,Sugar Shack,False,172,2311.2,9.7,7.66,-2.04,21.0,0.6667,0.6804,31.78
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Standard Class,Lot's O' Nuts,Secret Factory,False,172,2311.2,9.7,5.28,-4.41,45.5,0.6667,0.6965,69.01
Wonka Bar - Fudge Mallows,Chocolate,Gulf,Standard Class,Lot's O' Nuts,The Other Factory,False,172,2311.2,9.7,3.98,-5.72,59.0,0.6667,0.7049,88.29
Wonka Bar - Fudge Mallows,Chocolate,Interior,First Class,Lot's O' Nuts,Lot's O' Nuts,True,54,730.8,2.93,3.13,0.21,-7.0,0.6667,0.6695,2.05
Wonka Bar - Fudge Mallows,Chocolate,Interior,First Class,Lot's O' Nuts,Wicked Choccy's,False,54,730.8,2.93,2.42,-0.5,17.2,0.6667,0.6801,9.78
Wonka Bar - Fudge Mallows,Chocolate,Interior,First Class,Lot's O' Nuts,Sugar Shack,False,54,730.8,2.93,2.51,-0.42,14.3,0.6667,0.6767,7.32
Wonka Bar - Fudge Mallows,Chocolate,Interior,First Class,Lot's O' Nuts,Secret Factory,False,54,730.8,2.93,1.85,-1.07,36.7,0.6667,0.6962,21.57
Wonka Bar - Fudge Mallows,Chocolate,Interior,First Class,Lot's O' Nuts,The Other Factory,False,54,730.8,2.93,1.35,-1.58,53.9,0.6667,0.7055,28.39
Wonka Bar - Fudge Mallows,Chocolate,Interior,Same Day,Lot's O' Nuts,Lot's O' Nuts,True,24,284.4,1.14,1.27,0.13,-11.1,0.6667,0.6685,0.52
Wonka Bar - Fudge Mallows,Chocolate,Interior,Same Day,Lot's O' Nuts,Wicked Choccy's,False,24,284.4,1.14,1.08,-0.06,5.3,0.6667,0.6814,4.18
Wonka Bar - Fudge Mallows,Chocolate,Interior,Same Day,Lot's O' Nuts,Sugar Shack,False,24,284.4,1.14,1.11,-0.04,3.2,0.6667,0.6797,3.71
Wonka Bar - Fudge Mallows,Chocolate,Interior,Same Day,Lot's O' Nuts,Secret Factory,False,24,284.4,1.14,0.97,-0.18,15.3,0.6667,0.6995,9.33
Wonka Bar - Fudge Mallows,Chocolate,Interior,Same Day,Lot's O' Nuts,The Other Factory,False,24,284.4,1.14,0.75,-0.39,34.2,0.6667,0.7064,11.31
Wonka Bar - Fudge Mallows,Chocolate,Interior,Second Class,Lot's O' Nuts,Lot's O' Nuts,True,74,1051.2,5.19,5.0,-0.19,3.6,0.6667,0.668,1.4
Wonka Bar - Fudge Mallows,Chocolate,Interior,Second Class,Lot's O' Nuts,Wicked Choccy's,False,74,1051.2,5.19,3.77,-1.42,27.3,0.6667,0.6865,20.87
Wonka Bar - Fudge Mallows,Chocolate,Interior,Second Class,Lot's O' Nuts,Sugar Shack,False,74,1051.2,5.19,3.83,-1.36,26.2,0.6667,0.6845,18.78
